event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session
2019-10-01 00:00:00 UTC,cart,5773203,1487580005134238553,,runail,2.62,463240011,26dd6e6e-4dac-4778-8d2c-92e149dab885
2019-10-03 08:54:58 UTC,purchase,5672888,1487580013145358517,,provoc,2.14,553759382,9839192d-2c07-4169-b3f4-680529ee6073
2019-10-03 08:54:58 UTC,remove_from_cart,5723519,1487580005134238553,,runail,2.62,543380271,7c2ef75d-e779-48e9-b4d8-612895ad5a49
2019-10-03 08:54:58 UTC,purchase,5617823,1487580013170524342,,provoc,6.57,553759382,9839192d-2c07-4169-b3f4-680529ee6073
2019-10-03 08:54:58 UTC,purchase,5549786,1487580005595612013,,,3.00,553759382,9839192d-2c07-4169-b3f4-680529ee6073
2019-10-03 08:54:58 UTC,purchase,5756126,1487580013489291461,,,3.33,553759382,9839192d-2c07-4169-b3f4-680529ee6073
2019-10-03 08:54:58 UTC,purchase,5764989,1977575787259232875,,,3.97,553759382,9839192d-2c07-4169-b3f4-680529ee6073
2019-10-03 08:54:58 UTC,purchase,5887023,1487580013145358517,,,4.49,553759382,9839192d-2c07-4169-b3f4-680529ee6073
2019-10-03 08:55:00 UTC,view,5598854,1487580011283087468,,,2.86,523158135,ad4c070e-4781-4f7e-95d5-56968e6dd904
2019-10-03 08:55:00 UTC,view,5661291,1487580006317032337,,,6.98,384309035,ac68a039-6449-33b3-8af5-4f323b15fef1
2019-10-03 08:55:00 UTC,view,5810899,1487580008263189483,,,6.41,480708310,56e510d5-2b23-49b4-b71e-71848c27c2d0
2019-10-03 08:55:00 UTC,remove_from_cart,5717139,1487580005268456287,,irisk,4.60,543380271,7c2ef75d-e779-48e9-b4d8-612895ad5a49
2019-10-03 08:55:00 UTC,remove_from_cart,5717139,1487580005268456287,,irisk,4.60,543380271,7c2ef75d-e779-48e9-b4d8-612895ad5a49
2019-10-03 08:55:01 UTC,purchase,5541652,1487580006895846315,,runail,8.37,556308652,e5843ed2-8093-4b5b-86e7-73c849ac063b
2019-10-03 08:55:01 UTC,purchase,5585184,1487580006526747548,,,4.76,556308652,e5843ed2-8093-4b5b-86e7-73c849ac063b
2019-10-03 08:55:01 UTC,purchase,5610854,1487580009471148064,,runail,0.87,556308652,e5843ed2-8093-4b5b-86e7-73c849ac063b
2019-10-03 08:55:01 UTC,purchase,5622685,1487580006484804506,,severina,9.98,556308652,e5843ed2-8093-4b5b-86e7-73c849ac063b
2019-10-03 08:55:01 UTC,purchase,5622693,1516331853567492962,,,9.03,556308652,e5843ed2-8093-4b5b-86e7-73c849ac063b
2019-10-03 08:55:01 UTC,purchase,5689321,1487580007852147670,,staleks,16.67,556308652,e5843ed2-8093-4b5b-86e7-73c849ac063b
2019-10-03 08:55:01 UTC,purchase,5696854,1487580009286598681,,irisk,1.11,556308652,e5843ed2-8093-4b5b-86e7-73c849ac063b
2019-10-03 08:55:01 UTC,purchase,5697534,1487580008145748965,,roubloff,4.21,556308652,e5843ed2-8093-4b5b-86e7-73c849ac063b
2019-10-03 08:55:01 UTC,purchase,5699219,1487580012096782476,,ingarden,5.56,556308652,e5843ed2-8093-4b5b-86e7-73c849ac063b
2019-10-03 08:55:01 UTC,purchase,5700038,1487580009286598681,,runail,0.40,556308652,e5843ed2-8093-4b5b-86e7-73c849ac063b
2019-10-03 08:55:01 UTC,purchase,5854839,1602943681873052386,,grattol,5.24,556308652,e5843ed2-8093-4b5b-86e7-73c849ac063b
2019-10-03 08:55:01 UTC,purchase,5884360,1487580007675986893,,oniq,7.14,556308652,e5843ed2-8093-4b5b-86e7-73c849ac063b
2019-10-03 08:55:01 UTC,purchase,5877768,1487580007281722301,,,12.70,556308652,e5843ed2-8093-4b5b-86e7-73c849ac063b
2019-10-03 08:55:01 UTC,purchase,5873645,1487580009521479714,,,2.06,556308652,e5843ed2-8093-4b5b-86e7-73c849ac063b
2019-10-03 08:55:01 UTC,purchase,5870375,1487580007675986893,,,1.75,556308652,e5843ed2-8093-4b5b-86e7-73c849ac063b
2019-10-03 08:55:01 UTC,purchase,5866162,1487580007675986893,,,1.75,556308652,e5843ed2-8093-4b5b-86e7-73c849ac063b
2019-10-03 08:55:01 UTC,purchase,5864739,2055161088059638328,,bpw.style,1.59,556308652,e5843ed2-8093-4b5b-86e7-73c849ac063b
2019-10-03 08:55:01 UTC,purchase,5864737,2055161088059638328,,bpw.style,1.59,556308652,e5843ed2-8093-4b5b-86e7-73c849ac063b
2019-10-03 08:55:01 UTC,purchase,5864736,2055161088059638328,,bpw.style,1.59,556308652,e5843ed2-8093-4b5b-86e7-73c849ac063b
2019-10-03 08:55:01 UTC,purchase,5864569,1487580013027917999,,,6.11,556308652,e5843ed2-8093-4b5b-86e7-73c849ac063b
2019-10-03 08:55:01 UTC,purchase,5861286,1487580005092295511,,lovely,25.24,556308652,e5843ed2-8093-4b5b-86e7-73c849ac063b
2019-10-03 08:55:01 UTC,purchase,5859089,1487580009496313889,,pnb,4.52,556308652,e5843ed2-8093-4b5b-86e7-73c849ac063b
2019-10-03 08:55:01 UTC,purchase,5736082,1487580005050352469,,haruyama,3.97,556308652,e5843ed2-8093-4b5b-86e7-73c849ac063b
2019-10-03 08:55:01 UTC,purchase,5854824,1602943681873052386,,grattol,5.24,556308652,e5843ed2-8093-4b5b-86e7-73c849ac063b
2019-10-03 08:55:01 UTC,purchase,5850623,1602943681873052386,,grattol,5.24,556308652,e5843ed2-8093-4b5b-86e7-73c849ac063b
2019-10-03 08:55:01 UTC,purchase,5837288,1487580007675986893,,bpw.style,1.27,556308652,e5843ed2-8093-4b5b-86e7-73c849ac063b
2019-10-03 08:55:01 UTC,purchase,5835859,1487580009445982239,,,0.63,556308652,e5843ed2-8093-4b5b-86e7-73c849ac063b
2019-10-03 08:55:01 UTC,purchase,5819122,1487580007675986893,,bpw.style,1.59,556308652,e5843ed2-8093-4b5b-86e7-73c849ac063b
2019-10-03 08:55:01 UTC,purchase,5818397,1487580007675986893,,bpw.style,1.59,556308652,e5843ed2-8093-4b5b-86e7-73c849ac063b
2019-10-03 08:55:01 UTC,purchase,5809871,1605161575889502297,,grattol,3.02,556308652,e5843ed2-8093-4b5b-86e7-73c849ac063b
2019-10-03 08:55:01 UTC,purchase,5798927,1783999068909863670,,zinger,6.19,556308652,e5843ed2-8093-4b5b-86e7-73c849ac063b
2019-10-03 08:55:01 UTC,purchase,5787923,1658462125284131265,,uskusi,4.76,556308652,e5843ed2-8093-4b5b-86e7-73c849ac063b
2019-10-03 08:55:01 UTC,purchase,5754854,1487580005268456287,,,9.05,556308652,e5843ed2-8093-4b5b-86e7-73c849ac063b
2019-10-03 08:55:02 UTC,view,5843169,1487580012373606546,,coocla,5.56,556212561,b5c60845-5401-4295-97f4-7ea0ec62b1ab
2019-10-03 08:55:02 UTC,cart,5855010,1487580008246412266,,estel,7.46,478849326,b7782ed8-6b90-43db-a8ce-c46b8d7ed373
2019-10-03 08:55:02 UTC,remove_from_cart,5787765,1487580005553668971,,,6.35,556301268,5724d72e-786b-49f0-afd9-e5f45009c85d
2019-10-03 08:55:04 UTC,view,5836154,1487580008313521133,,,6.35,503021343,b4eb77b2-0474-434e-a751-3d288429bfa4
2019-10-03 08:55:04 UTC,view,5650138,1487580008246412266,,concept,7.78,475274461,197b8018-f620-465b-8055-26fd51a2391d
